text,date,rating,has_official_reply,reactions_total
Is there English group to study in here?,7 августа 2025,3,False,0
Самый лучший университет в Алмате ♥️🫀♥️,6 августа 2025,5,False,1
"Чистота вокруг все ухожено,цветы,деревья,как в тундре.",5 августа 2025,5,False,1
Серьезно когда уже дорожка поступит? что за беспредел? Давно же должно было поступить. Нархоз как всегда задерживаете,5 августа 2025,1,False,13
"не советую,сырты бүтін іші түтін",3 августа 2025,1,False,13
"После ремонта была приятно удивлена:современно,просторно!",3 августа 2025,5,True,1
Поступил сюда в 2022 на международное отношение - дипломатия. Лучшее решение было выбрать данный универ. Один из сильнейших учительских составов. И особенно поддержка эдвайзеров🤙🏻🤙🏻👍🏻👍🏻. Нархоз 😘,1 августа 2025,5,True,2
"Когда выдадут дорожные выплаты?
Пока не выдали, не поменяю оценку",1 августа 2025,1,False,15
мықты🤙🏻,1 августа 2025,5,False,0
"никакой ответственности у этого универа,обещали в конце июля выплаты на улице уже август министерство образования написали что всем университетам выдали деньги а на деле что,бухгалтерия говорит что никакие деньги не поступали и до сих пор ждут деньги от государства, мне интересно куда уходят деньги🤨 может в прокуратуру шепнуть на ухо про это",1 августа 2025,1,True,32
"Не поступайте Деканат, преподаватели, эдвайзеры сделают всё, чтобы вы либо отчислились, либо заплатили университету.",1 августа 2025,1,False,13
"Добрый день! Подскажите пожалуйста, дорожные поступят в июле или начале августа? И примерно в начале или когда?",31 июля 2025,5,False,1
Третий год учусь в этом университете и могу твердо утверждать что цена за обучения даже близко не соответствует качеству.,30 июля 2025,1,False,13
Қызым Нархозға түссе екен.,29 июля 2025,5,False,0
"Университет просто вау, очень красивый, комфортный и уютный. Также много всего удобного для обучения, очень качественные оборудования, и сплошная красота. Он огромный, и очень просторный. Даже просто актовый зал с местами в количестве около 500+.
Просто супер.",29 июля 2025,4,True,1
дорожку скиньте пожалуйста,27 июля 2025,4,False,9
Супер,27 июля 2025,5,True,0
Классный универ! А какая там территория!!!,26 июля 2025,5,True,0
"Когда поступят дорожка и стипендия? Дорожку другие вузы получили, а мы до сих пор ждём. От чего это зависит? Какие факторы влияют? Никогда не бывает такого, чтобы мы получали деньги вовремя.",23 июля 2025,3,True,14
"Университет очень красивый, все удобства есть, хочу быть еще раз студентом в этом универе, мечтаю чтоб мои дети здесь получили высшее образования",23 июля 2025,5,True,1
Kogda dorozhka?,22 июля 2025,5,True,9
"Университет супер, профессора и кафедры понимающие и хорошо преподают, но вот организационный момент очень хромает. Во-первых, о многих важных вещах узнавали в последний момент, и изменить дату защиты тоже могли в последний момент, как и уведомить о дате отчета о практике. Во-вторых - обходной лист... это вообще отдельная тема. Узнали про сдачу обходного листа почти день в день, написано что кабинет принимает до 17:00, но не указано что бухгалтерия принимает до 16:00🙂 в итоге потратила два рабочих дня, и все только из-за того, что информация не была предоставлена своевременно. Пожалуйста, учтите этот момент, студенты и магистранты тоже люди, и у нас есть свои дела и работа, о которой нужно заботиться заранее
А в общем, благодарю за прекрасное обучение преподавателей, это был незабываемый опыт🩷 Успехов будущим магистрантам и бакалавру!",21 июля 2025,4,True,2
Құдай қаласа осы универге түсіп кетсем екен қатты ұнады🥰🥰 аурасы бөлек ерекше әдемі,18 июля 2025,5,True,1
Супер,17 июля 2025,5,True,0
"Мурат Аяулым Туризмда окид, базар жок универ дейды енды накты былмедым. Былай карап отсам жаман емес, ректорлары ажептеуыр тырысканы корынып тур. Мамандыгыма грант 126 дейды быр жерым ашитындай болып тур енды. Главное айга карап улыма демекшы, тызены кушактамайык агайын. Мынау бырталай соз болып кетыпты, онда отзывфмды калдыра салайын",16 июля 2025,4,True,1
бес слов❤️❤️,15 июля 2025,5,True,0
"Приятный кампус для Казахстана, хорошая аудитория с кондиционером, вежливый персонал",14 июля 2025,5,True,0
"один из лучших университетов в Казахстане, в юридическом и финансовом плане точно номер 1 , студенческая жизнь здесь на высоте! Спасибо за то что вы есть🔥❤️",14 июля 2025,5,True,48
Вы принамаете документы для поступления на грант в другие универы?и в какое время ?,14 июля 2025,5,True,0
Хороший университет,14 июля 2025,5,True,0
Самый красивый университет,13 июля 2025,5,True,0
"Перехожу на 2 курс.Если кратко рассказать про мой 1 курс- прошло все супер! Конечно были провалы в учебы, но это все зависит от самих студентов. В этом университете очень важно быть дисциплинированным в учебе и шустрым(обязательно). Комфорт и главное возможности.Первый курс стал для меня особенным благодаря дисциплине “Философия и МСПЗ”, которую вела Ботагоз Болатовна. Потрясающий преподаватель и настоящий профессионал своего дела! Рекомендую! Обязательно напишу еще один отзыв в конце 4 курса.",12 июля 2025,5,True,1
Рд дорожка кашан туседы,11 июля 2025,5,True,1
дорожка кашан братандар 2025жыл,11 июля 2025,5,True,1
универ мечты 😍,9 июля 2025,5,True,1
Обслуживание в буфете хаба оставляет желать лучшего.,9 июля 2025,1,True,3
👍🏻,6 июля 2025,5,True,0
Стоит ли поступать в айти пожалуйста ответьте!?,6 июля 2025,4,True,1
"2009-2014 гг. на тот момент назывался КазЭУ им. Т.Рыскулова. Самые лучшие годы, даже не смотря на отсутствие такой модернизации как сейчас. Преподавательский состав был сильным, здравое соперничество факультетов на студ.весне зашкаливал. 🔥",5 июля 2025,5,True,0
"Закончить это место требовало слишком больших нервов и денежных вложений, чем хотелось бы
Спасибо за ужасную организацию, сомнительный мизогинный преподовательский состав и ненависть к любой научной деятельности.
1 адекватный преподаватель на все 4 года - это сильно. Очень сильно.
Жалею что не ушла раньше.",4 июля 2025,1,True,14
ода,4 июля 2025,5,True,0
"собираюсь поступить сюда в следующем году,думаю между менеджментом и международным бизнесом ,те кто уже учатся на этих специальностях скажите пожалуйста стоит или не стоит поступать ?
если напишите в тг буду благодарна всем сердцем юз:@qq_girly",3 июля 2025,5,True,1
комфортный кампус,30 июня 2025,5,True,0
уютно 🥰🥰🥰,29 июня 2025,5,True,0
круто былобы бесплатно,28 июня 2025,5,True,0
Расширенка была крутая,28 июня 2025,5,True,0
"ОЧЕЕЕЕЕНЬ КЛАССНО, ВСЕ КРАСИВО, Я СЕГОДНЯ БЫЛА ВОЛОНТЕРОМ В ЭТОМ УНИВЕРЕ ВСЕ ОЧЕНЬ КЛАССНО",28 июня 2025,5,True,0
👏🏻,28 июня 2025,5,True,0
Respect🤝,27 июня 2025,5,True,0
👍,26 июня 2025,5,True,0
"Уже выпускаюсь, в этом году приятные эдвайзеры, которые готовы помочь, и понимают вашу проблему, особенное спасибо Айгерим. А",25 июня 2025,5,True,1
Финансқа түскім келген еді ағылшын тілін білу міндеттіме,25 июня 2025,5,True,0
"Нархоз университетіне сонымен қатар Құқық және мемлекеттік басқару мектебіне «Ғылым және жастар» атты жыл сайынғы халықаралық студенттік конференцияны жоғары деңгейде ұйымдастырғаны үшін шын жүректен алғысымды білдіремін. Осы ғылыми шараға қатысып, «№16 ТДМ ұстанымы» номинациясы бойынша марапатқа ие болу — мен үшін үлкен мәртебе әрі жауапкершілік.

Конференцияның жоғары деңгейде ұйымдастырылуы, қызықты баяндамалар мен еркін пікір алмасу ортасы бұл шараны ерекше әрі есте қаларлық етті. Мұндай іс-шаралар жастарды шабыттандырып, кәсіби дамуға зор ықпал етеді.

Студенттік ғылымды қолдағандарыңыз және халықаралық академиялық қауымдастықтың бір бөлігі болуға мүмкіндік бергендеріңіз үшін алғысымды білдіремін!",25 июня 2025,5,True,2
"Была в Нархозе по делам — место понравилось. Кампус аккуратный, внутри уютно, студенты все такие живые и энергичные ☀️ Атмосфера спокойная, но не скучная. Приятное место, оставляет тёплое впечатление 😊",25 июня 2025,5,True,0
"My dream, wait for me in a year 😍",25 июня 2025,5,True,2
"Айнур Абикен очень чуткий, добрый и профессиональный специалист. Всегда готова помочь, поддержать и найти решение даже в сложной ситуации. Благодарна за внимательное отношение и сопровождение на протяжении всего обучения.💛",25 июня 2025,5,True,0
Кайф уник,24 июня 2025,5,True,0
Современный университет. Были на конференции.,24 июня 2025,5,True,0
Кампус один из лучших в Алматы,23 июня 2025,5,True,0
"Очень атмосферный уник с красивым интерьером. Проходил здесь выпускной - все прошло отлично и запомнилось надолго, просторный актовый зал",23 июня 2025,5,True,1
Мықты жер екен,21 июня 2025,5,True,0
Все ли занятия в Нархозе ведутся на английском языке?,21 июня 2025,5,True,0
"не учусь там, но очень понравился университет)",20 июня 2025,5,True,0
Актовый зал 💯😍,20 июня 2025,5,True,0
Любимый университет,20 июня 2025,5,True,0
"Хотелось бы узнать, как и где проходит экзамен по английскому языку для поступающих. Приёмная комиссия, к сожалению, не отвечает",19 июня 2025,4,True,0
керемет,17 июня 2025,5,True,0
Быстро строят здания,13 июня 2025,3,True,0
"Хожу на плаванье к вам все нравится! Отличные тренера, все на высоте. Когда выросту, хочу в Нархозе учится 🏆",11 июня 2025,5,True,4
Хороший университет,11 июня 2025,5,True,1
"я студент 1 курса высшей школы ШЦТ, недоволен тем что университет Нархоз относится слишком халатно к экзамены по финальному определению уровня английского языка

С Апреля на Май вы анонсировали курсы для упорной подготовки к этому экзамены, вот только учителя там распространяли Диз информацию и просто напросто запугивали студентов

Так же была лекция про этот экзамен и пробный экзамен, лектор сказал то, что те кто хорошо отучились и получат положительный отзыв от учителя английского языка может сразу быть допущен до Б2 лвл не проходя этот экзамен, но это была ещё одна Диз информация, вы дали студентам надежду и отобрали ее в тот же момент, молодцы

Ещё из 2 из 3 аудиторий был просто ужасный звук который искажался или просто не работал, из за этого многие потеряли баллы, а может эти баллы бы и решили бы судьбу студента?

Это если честно вообще сюр, прошло больше недели и обещенные результаты должны были выйти еде вчера, но их нет даже сегодня, поздравляю нархоз, вы справляетесь лучше всех 👏👏👏",10 июня 2025,1,True,19
"все нравится, без вопросов, пять стар💯💯🤞🏽🤞🏽",8 июня 2025,5,True,2
"Хороший университет, хороший актовый зал.",8 июня 2025,5,True,1
"Сегодня был день открытых дверей!(07.06.25)и все работники студенты все гостеприимные и отзывчивые люди! Очень понравилась универ , думаю может быть поступлю в этот универ 🥰😘",7 июня 2025,5,True,4
.,3 июня 2025,5,True,4
Нархоз Университетінің 3 курс сессиясын тапсырып жүрген Айсара қызыма сәттілік тілеймін! Қазақстан Республикасына келешекте қоғамға үлкен үлесіңді қосуыңа сенемін.,29 мая 2025,5,True,4
A,27 мая 2025,5,True,17
Подскажите пожалуйста в каком корпусе проходят занятия для специальности Ресторанный и гостиничный бизнес ?,26 мая 2025,5,True,2
офигенный кампус,26 мая 2025,5,True,1
"Хотелось бы обратить внимание на ситуацию, которая складывается на пятом этаже, рядом с деканатом, в так называемой «стекляшке» (open space), где работают магистрантки. К сожалению, вместо того чтобы помогать студентам и поддерживать рабочую атмосферу, они часто ведут себя высокомерно, будто занимают должность не ниже ректора. Общение с ними, особенно когда возникает вопрос, редко бывает доброжелательным — создаётся впечатление, что любое обращение к ним вызывает раздражение. Вместо помощи можно услышать лишь недовольство, а иногда и резкие ответы. Когда речь идёт об апелляциях, от них сложно добиться чёткого и компетентного ответа. Вместо внятного объяснения можно столкнуться с повышенными тонами и откровенным незнанием процедур. Складывается впечатление, что интересы студентов и культура общения там остаются далеко не в приоритете.",23 мая 2025,1,True,22
"Нархозда білім алу тәжірибем жалпы жағынан жақсы десем де болады. Алайда, бір өкінішті жайт – Ботакөз Жақсыбаеваның оқытушы ретінде жұмыс істеуі.

Академиялық тұрғыдан алғанда, оның профессор немесе ғылыми қызметкер ретіндегі біліктілігіне күмән келтірмейміз. Алайда, оқытушылық қызмет үшін студенттермен тікелей әрі әділ қарым-қатынас, тыңдай білу және жеке ойларды құрметтеу сияқты маңызды қасиеттер қажет. Өкінішке орай, бұл қасиеттер Ботакөз Жақсыбаевада жеткіліксіз.
Көптеген студенттердің пікірінше (және бұл менің жеке тәжірибеме де сәйкес келеді), ол студенттің өз көзқарасын білдіруіне мүмкіндік бермейді, өзгеше ой айтылған жағдайда оны қабылдамай, тек өзінің пікірін мәжбүрлеп таңады. Егер студент оның көзқарасымен келіспесе, сол сәттен бастап әділ бағалауға үміт азаяды. Кейде тіпті жұмысты мақтап отырып, ақырында төмен баға қою жағдайлары кездескен. Ал оны қайта қарау немесе бағасын түсіндіру мүмкін емес – бірден “қаласам, одан да төмен баға қоя аламын” деген жауап аласың.
Сонымен қатар, оның сабағында жиі қысым мен стресстен басқа ештеңе сезілмейді. Сабақ беру әдістемесі көптеген студенттер үшін түсініксіз әрі тиімсіз. Бірқатар пікірлерде гендерлік алалаушылықтың байқалатыны да айтылып жүр – яғни ер студенттерге жоғары, ал қыздарға төмен баға қою жағдайлары. Бұл – тек жеке пікір емес, Ботакөз апайда оқыған студенттердің шамамен 80 пайызының ортақ көзқарасы деп айтуға болады.
Осындай мәселелердің назардан тыс қалмай, тиісті түрде қарастырылғанын қалаймыз. Себебі бұл – Нархоз университетінің білім беру сапасына, беделіне және болашақ студенттердің тәжірибесіне тікелей әсер ететін жағдай.",19 мая 2025,3,True,14
"Нархоз жақсы, бірақ бір өкініштісі - Ботакөз Жақсыбаеваның препод болғаны. Академиялық тұрғыда оның профессор болуы керек шығар, бірақ никак оқытушы ретінде емес. Неге?
Ол студенттердің жеке дара ойларын құрметтемейді, қабыламайды, тыңдамайды және өз ойларын бәріне навязывать етеді. Ал егер оның пікірімен келіспейтін болса, студенттің аудиториядан шығуы екі талай. Оған қоса, студенттің жұмысын көз алдында мақтап отырса да, орташадан да төмен балл қояды және ол баға екінші рет талқыланбайды. Ал егер оны түзеу үшін талпынатын болсаң, оның айтатыны бір ғана: “Мен сізге, қаласам, одан да төмен балл қоямын.” Көптеген Ботакөз апайда оқыған студенттер оның сабақ түсіндіру методикасы бұрыс екенін айтады. Оның сабағында давление, стрессті қана сезінесің. Қазақстандағы өзге де кейбір “әйел оқытушылар” секілді ол кісіде де гендерлік бөлушілік бар, яғни ұлдарға жоғары балл, қыздарға өкінішке орай. Бұның бәрі тек менің ғана ойым емес, Ботакөз апайда оқыған 80% студенттің ойы десем, қате болмас. Осы мәселенің жауапсыз қалмауын өтінеміз.",19 мая 2025,3,True,12
Все классно,18 мая 2025,5,True,2
Красиво,17 мая 2025,5,True,2
Выглядит университет шикарно и внутри и снаружи,14 мая 2025,5,True,2
"Не студент этого университета но не могу не похвалить работу охранника на входе. Вежливый мужчина и задаёт вопросы в рамках своих обязанностей. Идёт на компромисс если объяснить ему ситуацию. Также приятно что у нас есть место, где качественно проводится JLPT",13 мая 2025,5,True,4
Исправил оценку.,12 мая 2025,4,True,6
Не учился но с виду красиво,12 мая 2025,5,True,2
Сколько пороговый балл на менеджер по туризму?,11 мая 2025,5,True,2
Е,10 мая 2025,5,True,3
ТЭО дебат клубы🫶🏻,2 мая 2025,5,True,1
"Когда мы учились на втором курсе, деканат ШЦТ как-то на собрании сказал, что студентам, которые работают по специальности, будет предоставлено свободное посещение. Я нашёл работу по профессии ещё тогда, но мне сказали, что такую возможность дадут на третьем курсе. Однако, уже на третьем курсе, когда я официально работал в ИТ-сфере, мне в свободном посещении отказали — без каких-либо чётких объяснений. При этом другим студентам, особенно иностранным, свободное посещение предоставили, причём ещё на втором и третьем курсах. Я же так и не получил это право даже на четвёртом курсе",2 мая 2025,1,True,13
Топ Университет,1 мая 2025,5,True,0
"Здравствуйте , можете сказать проходные баллы на грант IT 2025",1 мая 2025,5,True,0
🦅🙌,30 апреля 2025,5,True,1
Классное местр,30 апреля 2025,5,True,1
"Был в гостях, обожаю, когда советский конструктивизм очень классно и грамотно обновляют, превращая в современные, удобные для жизни, учебы, работы пространства: с розетками, с местами для групповых обсуждений, для индивидуальной уединенной работы, трансформируемое под разные мероприятия. Среда - второй учитель, и здесь она сделана очень грамотно. Огонь!",28 апреля 2025,5,True,1
🤍🖤❤️ лучший университет,28 апреля 2025,5,True,1
"Родной универ, родные стены🥰 закончила в 2013г. Сейчас стал абсолютно другой, такой весь красивый, современный😍 заново пойти что ли учиться🥹 потрясающе красивый, балдею🤩",25 апреля 2025,5,True,3
"Учусь уже 3 год, а интернет в универе как отсутствовал так и отсутствует
Как только заходишь в универ попадаешь в цитадель где не ловит 4G без разницы какой оператор
А интернет университета no comments, который вылетает каждые 5-10 мин
В совокупе когда у тебя окошко 3 часа до пары это бомбическое комбо….
Ну это уже другая история",24 апреля 2025,1,True,21
Күшті университет мен түскелі бері ❤️,22 апреля 2025,5,True,1
Участвовали на конференции. Все супер.,18 апреля 2025,5,True,1
"Хочу выразить искреннюю благодарность моему эдвайзеру Анарбаева Айгерим(кибербез) за поддержку, внимательное отношение и профессиональный подход на протяжении моего обучения в университете. Благодаря её помощи я смог увереннее ориентироваться в учебном процессе, грамотно составить учебный план и своевременно решать возникающие вопросы.

Спасибо за терпение, доброжелательность и поддержку!",16 апреля 2025,5,True,2
"Я хочу в этом году у вас учиться,можете посоветовать,стоит ли?",12 апреля 2025,5,True,2
"Очень крутое место, все современно, приветственные сотрудники, классная библиотека, есть места отдыха и мини баров студенческими ценами.",11 апреля 2025,5,True,3
"Учусь здесь ,все круто",10 апреля 2025,5,True,3
жди меня мой уник 😘,9 апреля 2025,5,True,5
"Университет оснащён современными технологиями, а преподаватели всегда готовы помочь.

Кто тут босс???♥️♥️",8 апреля 2025,5,True,2
Самый лучший ВУЗ✨,8 апреля 2025,5,True,6
Норм,7 апреля 2025,5,True,0
Там просто сестра учиться,7 апреля 2025,5,True,2
"1 звезда - Сабина Климова.
если есть желание 24/7 проводить время в универе, то уелком)
подхода к студентам ноль, оффлайн не попасть к администрации, вечная очередь. а онлайн пишешь на почту, отвечают неделями и то и месяцами. (иногда вовсе оставляют без ответа)
есть преподаватели которых можно пальцами одной руки сосчитать, которые замечательно преподают а не исполняют роль «хороший эксперт, ноль препод».
да ради бога, возьмите уже под контроль всех и вся, прежде чем завышать цены и требования!
а так да дизайн хороший, конечно столько денег и сил было вложено.
ВШЭМ - Климова С.А. любовь🫶🏻",5 апреля 2025,1,False,11
Звезды,4 апреля 2025,5,True,0
НАРМАЛНА,3 апреля 2025,5,True,0
"Дизайн класс, как и образование",1 апреля 2025,5,True,0
Хорошое место для учебы,31 марта 2025,5,True,0
It is a very interesting and high-quality university. There are a lot of useful clubs and faculties,31 марта 2025,4,True,3
😍😍😍,29 марта 2025,5,True,0
"Очень понравилось заведение. Какие приятные преподаватели, уважение, внимание. Облагороженная территория, где можно посидеть и обогатиться кислородом (специально высаженные деревья и правильно расставлены беседки).",29 марта 2025,5,True,1
"В последний (15-й) учебный неделю(осенний семестр) я по состоянию здоровья попал в больницу и заранее уведомил старосту о своём отсутствии. Однако преподаватель отметил моё отсутствие как неуважительную причину, несмотря на уведомление через старосту.

Когда через неделю как только я получил справку, я передал справку преподавателю, он заявил, что система Canvas уже закрыта, и изменения внести невозможно. При этом на тот момент был 17 декабря, и, согласно правилам, система не должна была быть закрыта.

Из-за этой ошибки мой показатель посещаемости оказался ниже 80%, что привело к недопуску к экзамену. Я обратился в КОК факультета, однако мой вопрос был проигнорирован. Голоса членов комиссии разделились (2 «за», 2 «против»), но в итоге решение в мою пользу так и не было принято. Более того, меня необоснованно обвинили в преднамеренном пропуске двух учебных дней (четырёх пар), хотя у каждого студента могут возникнуть обстоятельства, из-за которых он вынужден пропустить занятия.

Последним шагом было обращение к деканату, но мой запрос также остался без ответа.

университет не относится серьёзно к проблемам студентов, а система Canvas работает с ошибками, создавая дополнительные трудности. Отсутствие оперативной реакции и справедливого решения таких ситуаций ставит под сомнение эффективность работы учебного заведения.",26 марта 2025,1,True,34
The best University,26 марта 2025,5,True,0
👍🏻👍🏻👍🏻👍🏻👍🏻❤️👍🏻👍🏻👍🏻🤘🏻👍🏻❤️👍🏻🤘🏻❤️🤘🏻👍🏻❤️🤘🏻👍🏻🙌🏻🙌🏻🙌🏻🙌🏻👏🏻👏🏻🙌🏻👏🏻🙌🏻👏🏻🙌🏻👏🏻🙌🏻🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁,26 марта 2025,5,True,0
Я там проходил обучение,23 марта 2025,5,True,0
Аидаға барып тұрамын анда санда😇,23 марта 2025,5,True,0
"либо нормально почините канвас, либо вообще перейдите пожалуйста на какую то другую платформу. целый год тормозит, по 5 мин ждешь чтобы открыть одну вкладку, а эти последние 2 недели она вообще легла. что происходит? многие дедлайны горят, оценки посмотреть анрил, подготовиться по материалам вообще невозможно",21 марта 2025,1,True,18
Самый лучший универ❤️,20 марта 2025,5,True,0
🔥🔥🔥,19 марта 2025,5,True,0
Мені алса 6 қойып беремін,15 марта 2025,5,True,1
😍,14 марта 2025,5,True,0
"ну прикольное место, но щас я дома уже",13 марта 2025,5,True,0
Там очень классно,7 марта 2025,5,True,0
Красивыц огромный люди очень добрые😻😻,5 марта 2025,5,True,0
Керемет. Бізді гүл құшақпен қарсы алды!Алғыстар айтамын!,5 марта 2025,5,True,2
"Уник пойдет, учиться тяжело капец…",2 марта 2025,5,True,4
"универ топ, особенно охранное агентство топаз-5, помогли моей подруге найти телефон и в целом были очень доброжелательные",2 марта 2025,5,True,3
әдеміііііі,2 марта 2025,5,True,0
Ап адемы кызым окиды сол ушн гана,1 марта 2025,5,True,0
Универ ван лав ❤️,28 февраля 2025,5,True,0
Отопление қосыңдарша Құдай үшін каждый адамнан ақша алып отырсыңдар,27 февраля 2025,2,True,5
"Upd:
Два года прошло – ничего не меняется, а становится только хуже. Сотни студентов часами стоят в очереди в деканат, сотни ломятся к эдвайзерам, и решить даже простую проблему – это потеря нескольких дней. Иллюзия выбора расписания, где сначала система не работает, а потом ты берёшь то, что осталось. Гуманитарная школа, которой всё равно на студентов. Эдвайзеры, для которых главное – раздать талоны, а не помочь.

Регистрация на дисциплины превращается в хаос: система даёт сбои, мест не хватает, а количество преподавателей ограничено. В итоге студенты остаются без возможности записаться на нужные предметы, что вынуждает их откладывать изучение на следующий семестр. Это абсолютно неприемлемо при такой стоимости обучения.

И всё это за миллион тенге за семестр. Университет, который позиционирует себя как современный и студентоориентированный, не может даже обеспечить базовые вещи: нормальную работу систем, оперативное решение вопросов и адекватное расписание. Бюрократия и безразличие стали нормой. Возникает вопрос – за что мы платим?",24 февраля 2025,1,True,90
адемы осыган тусуге кенес берем тусиндер,24 февраля 2025,5,True,0
Кж имба поэтому 5 звезд,22 февраля 2025,5,True,1
"Жақсы,керемет",21 февраля 2025,5,True,0
"30 жыл қызмет еткен жұмыс орным. Қалай жаман болсын, әрине, керемет!",19 февраля 2025,5,True,0
👍👍,18 февраля 2025,5,True,0
норм,17 февраля 2025,4,True,0
кино гой кино😍,16 февраля 2025,5,True,0
"Казахско японский центр спасибо вам за организацию обучения и работу с людьми вы профессионалы с большой буквы . Оперативно выдали сертификат дочери за сданный экзамен
Спасибо вам",15 февраля 2025,5,True,1
Бетке ұстар универімғой,12 февраля 2025,5,True,14
"ТемВременемвНархозе.
Пришла пора для крика души. Кто поможет бедным студентам? Министр? СМИ? Вы преподавателей гуманитарной школы с улицы нанимаете? Каждый второй из них произвольно ставит оценки, дискриминирует любимчиков, а по качеству знаний уровень начальной школы не выше.
Нормально вместо занятий по философии читать по строчкам и обсуждать феминизм и её клуб Art and Creativity продолжает свои встречи? Там философией настоящей и не пахнет как и образованием. Нормально объединять студентов на всех языках и вести занятие как попало, не получая толком знания ни на одном языке? Про физру и регистрацию вообще молчим, уже много сказано...
Подводя итоге первого ВСК мы ничего не получили, кроме стресса выгорания и ощущения беспомощности из-за некачественного самовлюбленного преподавания.
Ну и что, передали отзыв руководству? Видимо нет продолжаем деградировать",10 февраля 2025,1,True,66
"2021 оқу жылынан бері маған эдвайзер болған Салтанат Скаковаға, барлық оқу жылдарында көрсеткен қолдауыңыз үшін шын жүректен алғысымды білдіргім келеді. Сіздің эдвайзер ретіндегі еңбегіңіз – тек жетекшілік қана емес, сонымен қатар қамқорлық, қолдау және шабыт көзі болды.
Сіз мен үшін нағыз ұстаз болдыңыз. Әрқашан дұрыс бағыт-бағдар беріп, күрделі жағдайларда шешім табуға көмектесетін дана кеңестеріңіз бен қолдауыңыздың арқасында, мен тек жақсы студент қана емес, болашаққа сеніммен қарайтын тұлға болуды үйрендім.
Әрбір студенттің жетістігіне шын жүректен қызығушылық танытып, көмектесуге деген ұмтылысыңыз Сізді ерекше тұлға етеді. Сіздің еңбегіңізді біз әрдайым жылы сезіммен және ризашылықпен еске аламыз.

Сонымен қатар, мен Нархоз университетіне де алғыс айтқым келеді. Себебі дәл осы оқу орны маған сапалы білім беріп қана қоймай, сіз секілді тамаша эдвайзерді сыйлады. Сіздің жетекшілігіңіз біз үшін үлкен сый болды.

Сізге біз үшін жасаған барлық еңбегіңіз үшін шексіз алғыс айтамын. Сіздің біздің дамуымызға қосқан үлесіңіз баға жетпес. Сіздің дәл менің эдвайзерім болғаныңызға шын жүректен қуаныштымын. Сізге зор денсаулық, бақыт және кәсіби табыстар тілеймін!

Құрметпен және алғыспен,
Нархоз университетінің 4-курс түлегі ❤️",10 февраля 2025,5,True,0
"ПРЕПОДЫ АНГЛ ЯЗЫКА СПЕЦИАЛЬНО ОСТАВЛЯЮТ НА ЛЕТО !!!!!!


За что родители наши платят такие деньги За вечные походы по кабинетам За хамское отношение За постоянное унижение За грубость от 341 кабинет (ауыл мұғалімі осы университетте жұмыс істейді)
тетки барыня и их прислуга 🤡🤡 340 как их стедунты называют на 3 этаже которые не сидят на месте либокурят либо пьютедят либо отсутствуют когда они нужны 3 этаж вечные очереди полный хаос акакое пренебредительное отношнние к нам На почту не отвечают и что теперь сидим не у тех преподов не в той группе не в том отделении это норма для нархоза сидим теперь у какого то чувака Классно устроились им работать надо в цоне они прошли практику по общению с клиентами гоните их туда или на базар Наймите уже грамотных с образованием нельзя таких принять на работу делают специально просишься в одну группу отправляют в другую на фиг врут👺👺👺 увольте этих 👭🏿 а уже 6 неделя полное отвращение к учебе а ведь этопростая регистрация😡🤬😡🤬😡😡😡😡или не видеть ни слышать ни знать ни читать отзывы какие пишут ректору выгодно и нужно держать таких а они им и прикрываются говорят жалуйся куда хочешь просто ужас какой то
Отзывы все хорошие пишут сами себе и все такие глупые верят этому
Вывод: кто хочет халяву и лафу то этот универ для вас. А кто ищет настоящие знания советую не вестись на красивую обложку и пройти мимо этого универа! И те кто говорят: су ішкен құдығына түкірме, подумайте, а кто еще скажет настоящий отзыв? Тот кто и отучился и проанализировал место.",10 февраля 2025,1,False,78
